사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
Oct-25,경부선,1728,천안,1484,9,2887,869,5993,3650,11591,6916,11530,14623,14542,13853,13087,12542,14613,14653,13524,15183,15118,15119,19413,13836,19693,15388,21366,15968,19352,20210,16423,18248,11306,12104,9157,9672,6449,6762,3819,5279,2061,3282,17,2251,0,0,0,0,0,0
Oct-25,경부선,1729,당정,59,1,4612,722,10334,3469,22538,8457,20276,15181,11797,8518,9362,6157,9431,5483,10143,6287,9167,6213,8717,6192,9503,8153,10514,10201,12655,13520,12592,19444,5381,15210,4115,10711,3254,9120,2566,9005,1016,5605,77,1062,0,0,0,0,0,0
Oct-25,경부선,1749,서동탄,0,0,1419,12,5439,600,9805,1212,3920,939,2901,871,2002,668,2217,1057,1781,1079,1764,1160,1550,1368,1787,1974,1734,2463,1854,3019,1834,5268,844,5403,719,2391,433,1794,361,2256,131,1368,5,935,0,0,0,0,0,0
Oct-25,경부선,1750,광명,0,0,11,1614,3234,2990,10655,6087,9427,7400,6829,5833,3891,3846,7524,2355,5630,7888,5263,164,3562,8564,6743,4156,7509,5253,9080,6961,9406,11244,8322,6215,2873,4285,7449,2760,2690,4222,1068,58,2,2,0,0,0,0,0,0
Oct-25,경인선,1801,개봉,1432,11,17716,4960,37700,10579,90100,13988,83713,22624,51901,21292,39613,18169,36014,21643,36174,26224,33610,27196,29341,29837,29845,38493,31345,49784,32836,65608,28331,87546,18506,63565,15192,42710,12281,36085,9198,30926,3505,17415,45,1620,0,0,0,0,0,0
Oct-25,경인선,1802,오류동,493,7,12081,1706,17436,3928,44843,5075,44876,10461,28658,10102,22472,9100,20568,9887,20411,12733,18714,13911,15714,14312,15907,18918,16214,21890,14693,28790,12706,39641,8125,33431,6201,22096,5248,19782,3391,17735,1575,11277,46,1366,0,0,0,0,0,0
Oct-25,경인선,1803,역곡,1139,22,26804,2806,40986,8398,99467,13382,97183,33436,58727,32228,43628,23318,40009,25481,41081,30595,39597,32643,34521,32423,34637,40343,38702,55847,40909,71577,33893,101749,21293,76833,17423,46864,14255,45136,11001,37169,5438,23270,275,3521,0,0,0,0,0,0
Oct-25,경인선,1804,부천,4033,41,35255,4490,38796,11241,87232,17677,91674,42671,61696,44523,50434,42834,52650,42296,54170,54647,52877,56679,53774,53309,57836,60131,61241,66224,57726,87748,55096,101191,35734,79423,29020,53022,24906,46700,19802,39180,9143,25990,649,5371,0,0,0,0,0,0
Oct-25,경인선,1805,송내,1697,12,15947,7014,36144,14114,93326,25588,76913,65421,50081,36809,38155,23273,38620,22167,37552,26834,34481,27153,31596,29023,33816,33892,37398,43232,44744,59411,63325,82329,26065,71971,20020,43452,16169,37794,12933,31336,5813,19847,539,3206,0,0,0,0,0,0
Oct-25,경인선,1806,부평,10015,38,21813,3671,34168,9308,80290,18149,72857,32185,48507,37296,41578,35990,43507,44210,48443,49452,48520,58230,48472,59548,53948,60323,57414,73359,60055,88410,54812,111653,40851,87091,37102,53079,34209,44330,27783,35482,15091,22991,2281,7556,0,3,0,1,0,0
Oct-25,경인선,1807,백운,165,26,8396,1130,13742,2114,26198,3971,25247,8561,15573,6489,13029,6004,12372,7631,12568,8068,11022,8739,9895,9552,9713,11660,10041,15395,9840,19164,8035,23968,4484,21014,3540,12402,3469,11637,2304,9245,1245,5827,140,2075,0,0,0,0,0,0
Oct-25,경인선,1808,동암,769,13,19989,2751,25624,6254,51209,11505,50420,15600,33296,13838,27344,14073,25795,17796,26547,19603,24455,19659,22231,20697,21238,26054,22191,34233,22724,44560,20167,52492,13275,44695,10769,30120,9167,26783,6906,22823,3684,13437,382,4165,0,0,0,0,0,0
Oct-25,경인선,1809,주안,1279,22,13881,2794,26924,6661,54033,15447,48517,25990,33868,21594,28582,17965,30152,18506,32893,21128,30260,21742,27560,22586,30450,24508,31950,33423,35534,40668,32946,51734,20540,50198,17920,30090,16024,26212,11990,23446,6088,16221,689,5312,0,0,0,0,0,0
Oct-25,경인선,1810,제물포,1060,11,8044,1750,16361,4441,35443,12674,30418,31692,19806,17494,16328,10496,17491,9827,17749,12788,16580,12983,15554,12588,19250,14923,23381,20006,21869,23636,21628,30133,9528,27146,7716,15739,6569,14585,4109,13591,1477,9405,73,3089,0,0,0,0,0,0
Oct-25,경인선,1811,동인천,1652,4,6944,2018,15555,10555,36522,20376,29984,27342,21390,16289,20283,18115,21827,20548,23662,19791,23659,22876,23087,21107,28386,21855,30902,25431,34650,27594,33717,30962,16590,30419,11786,18000,8907,14893,5716,13596,2178,8354,13,3128,0,0,0,0,0,0
Oct-25,경인선,1812,인천,449,16,1425,803,2953,3403,5283,6237,4577,10366,4110,8097,4410,9602,5543,12708,7264,12273,9218,11183,12417,10073,14731,8072,16983,7479,16913,6383,14791,4610,7285,3337,5402,2453,5490,2198,4320,1646,625,1253,11,884,0,0,0,0,0,0
Oct-25,경인선,1813,구일,295,5,4558,2068,9709,5855,24242,8406,22152,12185,13392,11578,10568,6691,10081,6775,10612,9179,9183,11800,9701,8225,11917,9900,15330,12182,16298,16394,12062,24043,5950,17666,4413,10732,3658,9657,3234,7708,1156,5527,33,538,1,1,0,0,0,0
Oct-25,경인선,1814,소사,1339,14,11992,2516,12655,4537,27254,6650,25234,9523,17416,8193,14736,8277,13739,7875,13809,10238,12919,10664,11374,10709,11973,12624,13109,15415,12268,19410,9854,24893,6327,19192,4829,13210,3523,11941,2346,10639,1093,6666,77,2085,1,1,0,0,1,0
Oct-25,경인선,1815,부개,2065,9,9889,1484,15487,2812,36372,5407,30251,10484,19099,6684,15872,6541,14023,8498,14446,9648,13522,9814,11234,12309,11348,13759,11940,18213,10798,22312,10689,27699,5647,24245,4571,15016,3246,13432,2307,10614,1226,7445,135,1945,0,0,0,0,0,0
Oct-25,경인선,1816,간석,472,4,5959,1018,10077,2221,20002,3931,18766,8660,11783,4610,10090,5420,9920,5918,10003,6496,9370,7587,8380,8105,8409,8830,8906,12447,8770,14918,8712,18236,4942,16231,3792,10037,3230,8223,2405,7256,1189,5218,153,1819,0,0,0,0,0,0
Oct-25,경인선,1817,도원,733,28,2006,2390,3185,3871,6826,5845,7071,16505,4806,3748,4573,4251,5094,4590,5468,6432,5490,8811,5069,4775,7992,4691,16888,5977,9838,5855,7119,6319,3123,5851,2043,3716,1538,3050,834,2553,358,2116,17,1271,0,0,0,0,0,0
Oct-25,경인선,1821,온수(성공회대입구),268,4,5551,1322,7751,3183,20819,7774,18569,11529,13453,7908,11095,6188,11019,6525,12441,7618,11336,8210,10195,8446,11321,10829,13489,11898,11290,14317,9879,20501,5171,14956,3895,10315,4022,9060,2580,8083,1423,4976,88,824,0,0,0,0,0,0
Oct-25,경인선,1822,중동,1085,26,10114,1478,16085,4277,38520,5159,31472,10554,20900,7999,15576,8324,15053,8926,15454,10471,14277,12127,13380,11886,12472,15051,12845,18461,12845,22906,10539,31867,6378,23429,4839,16347,3993,13440,2919,11360,1199,7290,129,1764,0,0,0,0,0,0
Oct-25,경인선,1823,도화,433,3,4228,482,6759,1573,14327,3972,12651,7166,8531,4919,7836,3908,7903,4402,7676,5699,7363,5462,6535,6107,6641,6818,7104,9256,6739,10028,6634,10372,2933,9946,2719,6033,2237,5056,1376,4222,657,3471,54,1519,0,0,0,0,0,0
Oct-25,경원선,1008,이촌(국립중앙박물관),48,0,1162,447,3405,2903,8633,4301,10370,8154,7990,5164,7014,4183,6905,4367,6752,4570,7006,5089,7041,5036,8106,5959,8882,6548,10122,6839,9554,8603,5073,6386,4449,4471,4069,3888,2346,3567,823,2246,61,659,0,0,0,0,0,0
Oct-25,경원선,1009,서빙고,56,0,959,755,2271,4555,3346,3769,3726,8214,3480,4596,3480,3739,3015,2891,3725,2924,3920,4309,4235,3701,4913,4951,7991,4034,8819,4033,6887,4542,2754,3509,2720,1953,2721,1886,1143,1473,335,871,22,253,0,0,0,0,0,0
Oct-25,경원선,1010,한남,162,2,826,637,1471,4444,2491,10421,2843,13172,3126,11228,3421,6502,4643,4714,4988,4821,4294,5349,5764,4363,7128,4549,8526,5075,13494,6046,11693,6257,7055,4082,5150,2373,5144,2146,4472,1323,1626,847,115,334,0,0,0,0,0,0
Oct-25,경원선,1011,옥수,0,0,1,17,2,53,38,42,75,287,25,14,40,260,23,224,27,109,26,19,27,22,39,41,525,46,458,49,44,35,386,17,47,19,36,9,13,11,11,3,1,0,0,0,0,0,0,0
Oct-25,경원선,1012,응봉,114,3,1181,193,2880,946,6641,1202,6392,2154,4678,1640,3782,1320,3181,1502,3049,1913,2711,2084,2656,2704,2948,2722,3253,4026,2802,4417,2605,5441,1464,4255,1141,2774,938,2236,621,1888,247,1133,37,399,0,0,0,0,0,0
Oct-25,경원선,1013,왕십리(성동구청),979,22,5754,1434,8698,6046,25736,12805,39653,20779,26318,19910,18000,20098,19972,22765,24361,25453,26465,25471,27494,26198,31506,30051,36295,35398,38641,46731,34649,62539,28158,44479,27823,28039,28607,22733,24403,21235,10123,11214,996,4091,0,0,0,0,0,0
Oct-25,경원선,1014,청량리(서울시립대입구),1348,13,5188,2073,7716,15336,26707,18118,40182,24664,30520,34873,37126,32058,30905,40038,32066,34649,33855,34762,36057,40149,38442,37922,40536,42387,38412,41456,39046,51189,32778,36953,27596,20603,20453,17998,11063,12795,6513,6619,281,3029,0,0,0,0,0,0
Oct-25,경원선,1016,외대앞,464,27,4764,1906,9846,7683,25875,6847,28406,25073,17578,13860,14891,17468,15556,18092,17528,16011,18063,14213,20061,16985,21571,15911,26872,17948,29598,22957,20055,31446,12651,22748,10523,16535,11960,15468,8460,15959,4307,11427,326,3001,0,0,0,0,0,0
Oct-25,경원선,1017,신이문,1606,27,8023,994,13129,2851,32367,4104,36434,7817,22184,5491,16292,5925,14330,7665,13725,8806,12643,9872,11106,10562,10845,15483,10731,18509,10063,22517,8763,29658,5597,21322,4030,15431,3075,13424,2243,12623,1140,8390,95,2132,0,0,0,0,0,0
Oct-25,경원선,1018,석계,1570,11,5508,2164,9862,6026,19974,5222,21602,8045,16268,6972,14311,7117,13779,9331,13804,9460,12933,11020,11779,11929,11783,16116,12897,19955,14109,23632,10097,31736,7678,21306,6232,15192,5635,13148,4500,11720,2556,7676,114,1935,0,0,0,0,0,0
Oct-25,경원선,1019,광운대,2327,11,6470,1179,13779,2955,28924,6415,26917,16982,15680,10311,13230,10574,13204,14135,13333,10652,14793,11516,14202,12288,14037,13293,15371,15990,15764,18837,12339,25228,7527,19215,7006,13364,6356,11356,5682,10636,2710,8917,150,5018,1,1,0,0,0,0
Oct-25,경원선,1020,월계,936,13,4671,1238,8751,2541,22770,5732,22452,14938,14984,12897,12936,7920,13233,6896,13035,9121,12589,11528,11367,9321,12703,10616,14989,13632,13634,14843,10464,21735,5508,15456,4393,9744,3784,8657,2785,8292,1182,4796,86,1215,0,1,0,0,0,0
Oct-25,경원선,1021,녹천,1442,40,4086,785,7472,1491,18796,4144,17257,4359,10262,2753,8341,3120,7378,3217,7686,4204,6173,4420,5590,5278,5515,6227,6615,7914,5697,9759,4549,14037,2651,10686,1917,6831,1705,6165,1169,5728,430,3324,59,922,0,0,0,0,0,0
Oct-25,경원선,1022,창동,0,0,0,0,1,0,3,0,3,0,6,0,15,0,8,0,9,0,15,0,6,0,3,0,12,0,7,0,9,0,3,0,4,0,2,0,5,0,1,0,1,0,0,0,0,0,0,0
Oct-25,경원선,1901,방학,644,9,11177,1759,14894,5397,31466,8974,28926,19606,21123,11593,18690,11997,18164,11881,19555,13340,17485,14081,15661,16213,15984,19820,16289,22487,16663,25855,17574,29290,10163,24843,7331,15326,6447,13100,4029,11418,2109,6627,308,2368,0,0,0,0,0,0
Oct-25,경원선,1902,도봉,295,9,6351,1021,9026,3249,18274,4073,17092,10116,13412,7665,12021,7080,11252,6916,10425,8866,10772,8933,10129,8951,9435,11173,9749,12644,9506,14568,10132,16071,4427,13376,3141,8303,2276,6999,1700,6509,816,3911,179,1348,0,0,0,0,0,0
Oct-25,경원선,1903,도봉산,314,14,6366,1048,8629,2671,18866,4827,19802,7913,14558,12042,12736,14661,12796,14384,14960,15066,18022,12164,20563,10775,22381,10714,21837,10447,18229,9767,13639,9999,8081,7784,4774,5201,3214,4607,2181,4069,1051,2600,182,1099,0,0,0,0,0,0
Oct-25,경원선,1904,망월사,541,14,7600,1074,11781,3641,25816,5503,24846,18796,18242,15074,16081,10482,16127,16670,17104,13219,16311,12577,16184,14163,16164,14645,16771,17457,17668,20287,11701,25129,7129,21132,5568,13070,4625,12182,3777,10462,1849,6408,358,3473,0,0,0,0,0,0
Oct-25,경원선,1905,회룡,1834,17,14186,2396,26414,5893,53079,8892,48143,14143,32431,12146,27482,11779,25725,14926,24725,16802,21899,17869,18632,19985,17257,25777,17257,30616,15812,36531,12795,44723,8273,38996,6352,23916,5398,19856,3515,15823,1528,10013,239,4688,0,0,0,0,0,0
Oct-25,경원선,1906,의정부,3170,15,10715,2324,27215,7593,46002,12163,46934,33714,30478,36093,27068,28132,30202,32944,32803,35235,34298,40320,36147,35932,39643,36098,41132,41356,43094,47010,42786,56620,26809,48756,25771,30931,17644,24973,13879,21361,7409,16084,1043,8651,0,0,0,0,0,0
Oct-25,경원선,1907,가능,565,13,8107,1444,10580,3716,22296,6967,20146,13432,13181,7868,12658,6737,12087,7642,12140,8436,10269,9041,9352,7700,9798,10879,10546,12146,11986,15158,8698,18953,5383,17289,4388,11869,3520,8220,2499,8014,1069,4844,183,1828,0,0,0,0,0,0
Oct-25,경원선,1908,녹양,427,3,5123,962,7062,2382,15207,4914,13740,8306,9468,4854,8628,3947,8533,4969,8668,5580,7226,6046,6511,5230,7094,7649,7426,8291,7667,11021,7249,13185,3359,11328,2926,8149,1988,6060,1352,6045,527,3726,71,1194,0,0,0,0,0,0
Oct-25,경원선,1909,양주,1978,11,5771,1344,10656,5689,27566,11023,22123,10303,18511,9843,16242,8836,15307,9999,14613,11902,14088,11046,13111,11049,13578,13030,13877,12634,13812,20263,12570,21725,6067,19346,3748,14837,2552,10313,1705,9977,754,5118,101,2730,0,0,0,0,0,0
Oct-25,경원선,1910,덕계,53,0,6366,566,15132,3102,27036,4298,27555,7438,13760,4910,11416,3624,9664,4665,9238,5895,9233,6294,7240,6678,7364,9598,8158,12786,8022,17316,7730,22138,4496,19704,3479,12479,2788,10903,2254,7847,1102,6283,219,2188,0,0,0,0,0,0
Oct-25,경원선,1911,덕정,15,0,5213,1109,10315,4689,19867,8229,20574,20298,12392,12824,11617,7653,11255,7015,11384,7588,14080,7985,10651,8659,13335,9625,14043,10950,14374,14935,12229,16276,5169,15251,3558,9455,2832,9830,2138,6713,1082,4825,241,2287,0,0,0,0,0,0
Oct-25,경원선,1912,지행,81,1,5061,854,9768,2652,18987,5134,21007,11345,14788,6698,13617,7025,12031,7832,11801,7953,10851,9091,10126,11820,10754,13367,10535,15414,10965,18156,10543,20755,7387,17601,5829,13227,5149,9729,3380,9087,2141,5582,250,3498,0,0,0,0,0,0
Oct-25,경원선,1913,동두천중앙,41,2,2583,518,4286,1651,7942,3803,7669,9683,5948,3998,6313,4449,5496,4905,6752,4577,5751,4659,5331,5679,5917,5592,6349,5798,6005,6018,6093,7094,2755,5487,2187,4318,1590,2972,848,3096,484,2037,24,1115,0,0,0,0,0,0
Oct-25,경원선,1914,보산,45,2,1535,401,1858,1322,3469,2220,3684,3278,3282,1477,3239,1619,3094,1773,2808,1641,2633,2015,2702,2520,3160,2869,4308,2931,4786,3303,2890,4149,1716,4113,1270,3195,841,2109,469,1589,281,1445,19,669,0,0,0,0,0,0
Oct-25,경원선,1915,동두천,38,2,1066,550,2278,1977,3721,4515,4708,5657,3756,5800,3705,3339,4059,2630,4217,3752,4191,3631,4411,3077,5480,2669,5761,2756,4445,3681,4279,3660,1558,2874,857,2488,574,2102,423,1667,324,1669,15,553,0,0,0,0,0,0
Oct-25,경원선,1916,소요산,116,2,481,552,525,889,1625,1425,2432,2740,2347,4536,2940,8194,3672,10525,5069,10190,7955,8476,10287,6976,12778,4818,9571,2994,5622,2363,3020,1763,903,1338,656,1175,245,715,117,642,130,427,4,398,0,0,0,0,0,0
Oct-25,경원선,1917,청산,0,0,113,5,148,157,600,185,546,246,310,328,298,305,313,305,335,290,318,268,358,257,355,199,422,323,399,289,350,327,125,341,60,121,45,120,12,88,31,93,1,79,0,0,0,0,0,0
Oct-25,경원선,1918,전곡,10,2,605,25,1347,801,3050,862,4432,2198,3407,1805,2713,2608,2645,3329,3012,3510,3285,2805,3735,2733,3864,2157,3818,2910,3314,3263,2387,3831,1479,3325,1076,1630,623,1514,421,1170,329,982,11,666,0,0,0,0,0,0
Oct-25,경원선,1919,연천,4,0,296,0,732,567,1273,1063,3374,3167,2517,3440,1750,5064,2006,5891,3096,4739,4122,3693,5200,3008,5977,2100,5364,1929,3694,1922,2291,2045,803,1521,522,895,226,656,119,464,80,385,2,239,0,0,0,0,0,0
Oct-25,안산선,1751,산본,674,3,10172,1685,21452,6365,52229,13751,48590,27462,27735,21550,24982,20519,24110,22263,25841,24654,25414,26754,25302,26359,27272,30382,28874,36490,27233,43603,29335,61802,19216,48289,16828,28520,15260,22830,11664,18769,4405,11843,512,3986,0,0,0,0,0,0
Oct-25,안산선,1752,대야미,36,2,2830,1139,7493,2951,17409,4635,19053,7148,10963,4256,8996,4755,8176,4901,8092,5540,8271,5548,7554,6195,7866,8312,8640,10529,8932,11016,8727,14905,4929,11438,3750,7981,2240,6740,1369,6963,973,3852,139,960,0,0,0,0,0,0
Oct-25,안산선,1753,반월,36,1,3995,813,8025,2491,16783,3996,16027,6501,9828,3796,8064,3658,8067,4514,7528,5274,6945,5445,6001,5867,6290,7267,7199,9394,6869,11053,6471,14873,3402,11831,2711,8721,1539,7012,1177,6621,558,3772,93,923,0,0,0,0,0,0
Oct-25,안산선,1754,상록수,540,11,12722,2245,28106,7857,57148,11728,54805,20517,33828,16854,27099,14994,24254,14550,25926,15364,23737,17224,20213,19376,20889,22823,23753,29308,24091,41664,21340,55418,14018,45541,10836,34000,8336,28477,6320,23245,2655,16173,376,4958,0,0,0,0,0,0
Oct-25,안산선,1755,한대앞,160,1,8133,1285,15563,4369,28003,8276,24788,22984,18967,15111,16326,15730,16159,10619,16721,13276,16510,12743,16136,13217,16196,14136,19507,19280,19987,24269,17001,30417,10045,24578,8810,16925,8008,14905,5706,12596,2427,9165,189,2632,0,0,0,0,0,0
Oct-25,안산선,1756,중앙,308,21,10329,1280,28177,11041,50491,16757,42404,35109,28412,32730,25774,21935,29325,21846,32194,26507,28522,31238,27852,29833,29800,31168,36025,38015,37831,49295,38112,62671,25307,51782,24239,34018,24193,28451,19985,23397,8011,17890,780,5918,0,0,0,0,0,0
Oct-25,안산선,1757,고잔,354,3,5436,834,14673,4862,25840,12124,20318,25386,15985,15382,14374,11801,14553,10371,13827,10950,13062,12482,13184,12042,15597,12163,16722,13533,21199,18532,19842,22984,8445,18149,6694,11855,6058,10571,4300,9047,1788,7345,159,2904,0,0,0,0,0,0
Oct-25,안산선,1758,초지,273,0,3806,387,10175,3966,19422,8551,15529,12122,9751,7516,7897,5135,7486,5444,8211,5673,6829,5731,6241,6213,6849,6919,8862,7973,10473,11857,10296,15979,4704,13904,3514,9782,2707,8350,1511,6997,605,5114,49,2146,0,0,0,0,0,0
Oct-25,안산선,1759,안산,2116,7,9408,1531,12487,13917,22478,31902,24063,26618,21673,14424,18762,14256,19007,17083,19931,17621,20908,18071,21437,19107,22302,20281,26779,22109,39867,29127,38588,29146,20470,22975,16101,18489,10153,15616,4815,11694,1690,7089,122,3159,0,0,0,0,0,0
Oct-25,안산선,1760,신길온천,51,3,2971,157,4814,1728,8178,3290,6507,2529,4765,1603,3966,1594,3405,2040,3321,2196,3071,2176,2889,2679,3033,3323,3786,3728,4339,5257,3703,6866,1880,5355,1201,3799,790,3469,583,2697,171,1961,20,591,0,0,0,0,0,0
Oct-25,안산선,1761,정왕,419,9,8876,922,11707,10873,20831,20625,21572,28286,16871,23532,14694,15286,14799,14140,16431,13943,16918,14129,15812,14128,20016,14496,23531,15590,29023,19795,29459,25030,14519,17928,10991,15310,7902,13399,4891,11805,1624,8135,67,2271,0,0,0,0,0,0
Oct-25,안산선,1762,오이도,242,1,5582,537,12537,6242,27908,10764,23788,12296,15423,7579,12955,8951,12134,11624,12372,12162,11088,11199,11274,12958,12571,13783,15449,17300,17325,19622,16847,24893,9509,19783,7652,13594,6085,11919,3932,10559,1234,7285,17,3065,0,0,0,0,0,0
Oct-25,안산선,1763,수리산,6,0,3711,601,8298,1504,16400,4393,15544,6363,10007,3306,7814,3427,7475,3091,6444,3460,5958,3767,4952,4531,6071,5423,5390,7310,4748,7764,4360,11781,2490,8955,1856,6435,1209,5028,785,4795,388,2749,50,744,0,0,0,0,0,0
Oct-25,과천선,1450,선바위,2,0,820,1134,5135,8087,13926,18721,16868,23759,13267,13641,10483,7721,10046,7306,11064,7724,11514,7909,10951,7491,12239,8000,15895,10425,23673,12570,26964,13591,12380,10745,8165,8365,6281,7364,3389,6622,1133,3569,96,731,0,0,0,0,0,0
Oct-25,과천선,1451,경마공원,1,0,616,440,966,2297,1646,3399,2083,9480,2421,21678,2678,24171,3222,18829,3944,17459,5109,14426,6954,9279,10044,5933,16170,3997,24418,2800,42582,2500,7866,1639,7094,1099,4042,916,644,819,158,456,19,101,0,0,0,0,0,0
Oct-25,과천선,1452,대공원,0,0,94,400,305,3747,727,7614,1125,30531,1724,37111,2298,27710,6662,20057,11416,17644,11596,18251,18269,14549,31440,9120,33888,5319,29139,3070,20378,2011,7558,1043,6087,651,8700,568,5123,412,290,176,19,36,0,0,0,0,0,0
Oct-25,과천선,1453,과천,5,1,2056,201,7245,2088,18986,4943,18662,8370,12444,5534,10039,4649,9716,4490,9578,5040,9205,5959,8497,6794,9011,8311,9788,9538,8277,12705,7419,16689,3968,13592,2777,8835,1807,8305,1422,7379,459,4318,78,937,0,0,0,0,0,0
Oct-25,과천선,1454,정부과천청사,9,0,1976,1771,8433,13808,21694,38215,19950,88198,15319,27032,12871,12323,13817,10699,15104,11985,15923,13144,16816,13155,19258,14135,26986,15752,43892,20945,59486,25084,18394,20228,13856,11462,12330,10049,6998,8343,2217,4823,223,1140,0,0,0,0,0,0
Oct-25,과천선,1455,인덕원,90,2,9260,3069,29138,13321,73371,42070,67530,93578,45245,37478,36954,21459,33389,22198,34497,23385,34794,26406,32578,28973,34805,33628,41008,42164,60356,55060,75551,79325,30172,64845,23126,39028,21860,34771,14058,31807,5530,19668,568,5435,3,1,4,0,0,0
Oct-25,과천선,1456,평촌,46,0,4973,2531,22038,8606,58440,31933,48183,72117,27030,26415,22201,14913,20399,13743,21153,14879,20310,18496,19534,16294,23000,20342,26461,24448,42775,34174,50659,47047,20710,40278,16233,22780,15118,19064,10690,15848,3969,9167,456,3185,0,0,0,0,0,0
Oct-25,과천선,1457,범계,96,4,9383,2839,38040,10722,96521,23836,82563,54558,47947,42719,38908,31363,38400,31380,41607,33839,40454,41175,39782,40115,42644,48239,47883,58391,51693,74160,55582,100066,35464,82753,37517,43441,27619,37839,23229,30713,9833,17656,1012,6173,0,0,0,0,0,0
Oct-25,분당선,1023,선릉,70,9,1123,1500,2409,11216,5063,42977,7596,111321,6560,73739,7520,34875,9124,23263,11451,21549,12411,22693,14320,18436,18665,16254,26394,18083,46644,20985,66177,22134,29038,13468,18991,7370,16620,6440,13797,5319,4029,3027,261,706,4,3,0,0,0,0
Oct-25,분당선,1024,한티,19,1,2257,1606,8269,10343,21472,29097,26046,46600,18072,39651,15409,25084,16563,20891,21631,25794,24200,31378,22159,22684,25435,26189,31553,32119,47680,42742,43410,36818,27984,24688,30298,14970,25434,12844,32947,11361,4171,5221,208,427,0,0,0,0,0,0
Oct-25,분당선,1025,도곡,80,0,1635,1071,4594,6482,11114,15635,15293,23176,12193,17414,10296,8683,10470,8538,11660,8816,11465,9736,11404,10713,14420,11786,16183,12777,20009,14576,20153,16151,10559,13080,7776,9047,5932,7595,4841,6595,1036,3576,59,314,0,0,0,0,0,0
Oct-25,분당선,1026,구룡,7,0,879,460,2977,3893,8144,8729,11383,7841,8487,4283,6469,3252,6036,3080,6026,4025,5789,4529,5421,4848,7852,5098,8044,6138,6762,8180,6226,9418,3250,7239,2283,4596,2012,4258,1284,3796,365,2276,30,86,0,0,0,0,0,0
Oct-25,분당선,1027,개포동,10,0,1149,605,4015,3522,11667,6237,12655,9074,9062,6766,7389,5698,6922,4492,8264,5152,7160,5905,7037,6128,7732,7194,8657,8753,7872,11040,7849,13089,4606,10584,3622,6629,3385,5969,2897,5293,911,3156,25,130,0,0,0,0,0,0
Oct-25,분당선,1028,대모산입구,4,2,2504,709,6678,3192,21313,6179,21957,10561,13704,5905,9581,4584,8940,5085,8721,5986,8708,6771,7263,7280,7030,9003,9188,10582,10355,13674,9749,16890,4977,14109,3467,8796,2851,8503,1853,8208,547,4393,10,266,0,0,0,0,0,0
Oct-25,분당선,1030,수서,69,4,3992,4570,10458,14541,38324,27567,56139,41521,35823,27038,33260,21076,23361,19355,30664,23175,27051,22309,20547,22795,29319,27661,29088,34366,40089,48031,37583,60211,19067,38400,17309,26882,14703,24190,13172,21505,8024,8392,267,1657,0,0,0,0,0,0
Oct-25,분당선,1031,복정,0,0,0,0,0,0,2,0,4,0,1,0,10,0,6,0,6,0,3,0,6,0,6,0,5,0,4,0,8,0,3,0,3,0,1,0,5,0,1,0,2,0,0,0,0,0,0,0
Oct-25,분당선,1846,수원,663,9,5281,734,8214,4214,20369,8982,21429,13861,12241,12771,9109,10588,9734,12677,10330,13711,11083,13791,11327,13851,13703,13795,16012,16620,17665,22113,19015,25514,14927,18041,14961,10323,12892,8030,10624,5727,4340,3832,122,647,0,0,0,0,0,0
Oct-25,분당선,1847,서울숲,113,0,2373,481,5089,5940,11851,20368,19950,42246,13647,35207,9059,26157,10319,22704,13107,22789,15395,24251,18520,23031,24730,23540,30635,22610,45182,22913,49599,27441,30232,16948,20022,9812,15475,7385,10463,6730,2790,3075,67,697,0,0,0,0,0,0
Oct-25,분당선,1848,압구정로데오,143,5,2009,1049,3506,11865,5500,23237,8398,61856,7936,96738,9626,54096,14853,39209,20227,33663,24061,33542,29795,31711,37848,31159,46945,33523,61659,37379,78974,40416,62500,22013,51058,10815,32952,8104,22510,6110,7644,3993,377,866,0,0,0,0,0,0
Oct-25,분당선,1849,강남구청,17,1,1313,744,2665,5541,6633,16335,10098,47896,8811,38857,8034,19210,9168,13772,10585,13545,11661,15531,13251,14041,15552,13824,18912,14304,29802,17020,41522,19971,21981,11867,12995,7315,11221,5740,7252,5486,2430,3048,95,607,0,0,0,0,0,0
